Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Alberta,Calgary Zone,CT Scan,90th Percentile,2014,Days,44.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,% Meeting Benchmark,2014,Proportion,82.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,50th Percentile,2014,Days,0.96
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,90th Percentile,2014,Days,2.54
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,Volume,2014,Number of cases,390.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2014,Proportion,75.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Days,1.25
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2014,Days,2.88
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,177.0
Provincial,Alberta,Calgary Zone,Hip Replacement,% Meeting Benchmark,2014,Proportion,87.0
Provincial,Alberta,Calgary Zone,Hip Replacement,50th Percentile,2014,Days,90.0
Provincial,Alberta,Calgary Zone,Hip Replacement,90th Percentile,2014,Days,204.0
Provincial,Alberta,Calgary Zone,Hip Replacement,Volume,2014,Number of cases,239.0
Regional,Alberta,South Zone,Hip Replacement,% Meeting Benchmark,2014,Proportion,70.0
Regional,Alberta,South Zone,Hip Replacement,50th Percentile,2014,Days,99.0
Regional,Alberta,South Zone,Hip Replacement,90th Percentile,2014,Days,280.0
Regional,Alberta,South Zone,Hip Replacement,Volume,2014,Number of cases,188.0
Regional,Alberta,Calgary Zone,Hip Replacement,% Meeting Benchmark,2014,Proportion,90.0
Regional,Alberta,Calgary Zone,Hip Replacement,50th Percentile,2014,Days,87.0
Regional,Alberta,Calgary Zone,Hip Replacement,90th Percentile,2014,Days,185.0
Regional,Alberta,Calgary Zone,Hip Replacement,Volume,2014,Number of cases,701.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,% Meeting Benchmark,2014,Proportion,89.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,50th Percentile,2014,Days,84.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,90th Percentile,2014,Days,184.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,Volume,2014,Number of cases,169.0
Regional,Alberta,Edmonton Zone,Hip Replacement,% Meeting Benchmark,2014,Proportion,88.0
Regional,Alberta,Edmonton Zone,Hip Replacement,50th Percentile,2014,Days,95.0
Regional,Alberta,Edmonton Zone,Hip Replacement,90th Percentile,2014,Days,191.0
Regional,Alberta,Edmonton Zone,Hip Replacement,Volume,2014,Number of cases,704.0
Regional,Alberta,North Zone,Hip Replacement,% Meeting Benchmark,2014,Proportion,87.0
Regional,Alberta,North Zone,Hip Replacement,50th Percentile,2014,Days,75.0
Regional,Alberta,North Zone,Hip Replacement,90th Percentile,2014,Days,207.0
Regional,Alberta,North Zone,Hip Replacement,Volume,2014,Number of cases,128.0
Provincial,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2014,Proportion,81.0
Provincial,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2014,Days,99.0
Provincial,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2014,Days,238.0
Provincial,Alberta,Calgary Zone,Knee Replacement,Volume,2014,Number of cases,294.0
Regional,Alberta,South Zone,Knee Replacement,% Meeting Benchmark,2014,Proportion,64.0
Regional,Alberta,South Zone,Knee Replacement,50th Percentile,2014,Days,127.0
Regional,Alberta,South Zone,Knee Replacement,90th Percentile,2014,Days,308.0
Regional,Alberta,South Zone,Knee Replacement,Volume,2014,Number of cases,340.0
Regional,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2014,Proportion,86.0
Regional,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2014,Days,95.0
Regional,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2014,Days,211.0
Regional,Alberta,Calgary Zone,Knee Replacement,Volume,2014,Number of cases,294.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,% Meeting Benchmark,2014,Proportion,87.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,50th Percentile,2014,Days,71.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,90th Percentile,2014,Days,196.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,Volume,2014,Number of cases,322.0
Regional,Alberta,Edmonton Zone,Knee Replacement,% Meeting Benchmark,2014,Proportion,79.0
Regional,Alberta,Edmonton Zone,Knee Replacement,50th Percentile,2014,Days,109.0
Regional,Alberta,Edmonton Zone,Knee Replacement,90th Percentile,2014,Days,253.0
Regional,Alberta,Edmonton Zone,Knee Replacement,Volume,2014,Number of cases,954.0
Regional,Alberta,North Zone,Knee Replacement,% Meeting Benchmark,2014,Proportion,86.0
Regional,Alberta,North Zone,Knee Replacement,50th Percentile,2014,Days,68.0
Regional,Alberta,North Zone,Knee Replacement,90th Percentile,2014,Days,205.0
Regional,Alberta,North Zone,Knee Replacement,Volume,2014,Number of cases,201.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,50th Percentile,2014,Days,35.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,90th Percentile,2014,Days,68.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,Volume,2014,Number of cases,259.0
Provincial,Alberta,Calgary Zone,MRI Scan,50th Percentile,2014,Days,60.0
Provincial,Alberta,Calgary Zone,MRI Scan,90th Percentile,2014,Days,214.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,50th Percentile,2014,Days,39.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,90th Percentile,2014,Days,87.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,Volume,2014,Number of cases,567.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,% Meeting Benchmark,2014,Proportion,97.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,50th Percentile,2014,Days,7.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,90th Percentile,2014,Days,23.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,Volume,2014,Number of cases,393.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,50th Percentile,2014,Days,22.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,90th Percentile,2014,Days,53.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,Volume,2014,Number of cases,254.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,50th Percentile,2014,Days,16.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,90th Percentile,2014,Days,42.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,Volume,2014,Number of cases,333.0
Provincial,British Columbia,Fraser Health,CABG,50th Percentile,2014,Days,6.0
Provincial,British Columbia,Fraser Health,CABG,90th Percentile,2014,Days,99.0
Provincial,British Columbia,Fraser Health,CABG,Volume,2014,Number of cases,208.0
Provincial,British Columbia,Fraser Health,Cataract surgery,% Meeting Benchmark,2014,Proportion,70.0
Provincial,British Columbia,Fraser Health,Cataract surgery,50th Percentile,2014,Days,60.0
Provincial,British Columbia,Fraser Health,Cataract surgery,90th Percentile,2014,Days,212.0
Provincial,British Columbia,Fraser Health,Cataract surgery,Volume,2014,Number of cases,548.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,50th Percentile,2014,Days,20.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,90th Percentile,2014,Days,49.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,Volume,2014,Number of cases,237.5
Provincial,British Columbia,Fraser Health,CT Scan,50th Percentile,2014,Days,19.5
Provincial,British Columbia,Fraser Health,CT Scan,90th Percentile,2014,Days,71.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,% Meeting Benchmark,2014,Proportion,89.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,50th Percentile,2014,Days,1.04
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,90th Percentile,2014,Days,2.04
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,Volume,2014,Number of cases,390.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2014,Proportion,80.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Days,1.12
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2014,Days,2.17
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,177.0
Provincial,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2014,Proportion,67.0
Provincial,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2014,Days,126.0
Provincial,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2014,Days,310.0
Provincial,British Columbia,Fraser Health,Hip Replacement,Volume,2014,Number of cases,239.0
Regional,British Columbia,Interior Health,Hip Replacement,% Meeting Benchmark,2014,Proportion,66.0
Regional,British Columbia,Interior Health,Hip Replacement,50th Percentile,2014,Days,140.0
Regional,British Columbia,Interior Health,Hip Replacement,90th Percentile,2014,Days,330.0
Regional,British Columbia,Interior Health,Hip Replacement,Volume,2014,Number of cases,534.0
Regional,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2014,Proportion,74.0
Regional,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2014,Days,95.0
Regional,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2014,Days,272.0
Regional,British Columbia,Fraser Health,Hip Replacement,Volume,2014,Number of cases,417.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,% Meeting Benchmark,2014,Proportion,82.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,50th Percentile,2014,Days,95.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,90th Percentile,2014,Days,227.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,Volume,2014,Number of cases,898.0
Regional,British Columbia,Island Health,Hip Replacement,% Meeting Benchmark,2014,Proportion,39.0
Regional,British Columbia,Island Health,Hip Replacement,50th Percentile,2014,Days,224.0
Regional,British Columbia,Island Health,Hip Replacement,90th Percentile,2014,Days,384.0
Regional,British Columbia,Island Health,Hip Replacement,Volume,2014,Number of cases,584.0
Regional,British Columbia,Northern Health,Hip Replacement,% Meeting Benchmark,2014,Proportion,76.0
Regional,British Columbia,Northern Health,Hip Replacement,50th Percentile,2014,Days,111.0
Regional,British Columbia,Northern Health,Hip Replacement,90th Percentile,2014,Days,291.0
Regional,British Columbia,Northern Health,Hip Replacement,Volume,2014,Number of cases,148.0
Provincial,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2014,Proportion,57.0
Provincial,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2014,Days,160.0
Provincial,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2014,Days,341.0
Provincial,British Columbia,Fraser Health,Knee Replacement,Volume,2014,Number of cases,294.0
Regional,British Columbia,Interior Health,Knee Replacement,% Meeting Benchmark,2014,Proportion,56.0
Regional,British Columbia,Interior Health,Knee Replacement,50th Percentile,2014,Days,167.0
Regional,British Columbia,Interior Health,Knee Replacement,90th Percentile,2014,Days,376.0
Regional,British Columbia,Interior Health,Knee Replacement,Volume,2014,Number of cases,777.0
Regional,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2014,Proportion,59.0
Regional,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2014,Days,154.0
Regional,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2014,Days,308.0
Regional,British Columbia,Fraser Health,Knee Replacement,Volume,2014,Number of cases,850.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,% Meeting Benchmark,2014,Proportion,73.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,50th Percentile,2014,Days,105.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,90th Percentile,2014,Days,249.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,Volume,2014,Number of cases,294.0
Regional,British Columbia,Island Health,Knee Replacement,% Meeting Benchmark,2014,Proportion,26.0
Regional,British Columbia,Island Health,Knee Replacement,50th Percentile,2014,Days,278.0
Regional,British Columbia,Island Health,Knee Replacement,90th Percentile,2014,Days,400.0
Regional,British Columbia,Island Health,Knee Replacement,Volume,2014,Number of cases,684.0
Regional,British Columbia,Northern Health,Knee Replacement,% Meeting Benchmark,2014,Proportion,72.0
Regional,British Columbia,Northern Health,Knee Replacement,50th Percentile,2014,Days,106.0
Regional,British Columbia,Northern Health,Knee Replacement,90th Percentile,2014,Days,319.0
Regional,British Columbia,Northern Health,Knee Replacement,Volume,2014,Number of cases,250.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,50th Percentile,2014,Days,20.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,90th Percentile,2014,Days,48.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,Volume,2014,Number of cases,405.0
Provincial,British Columbia,Fraser Health,MRI Scan,50th Percentile,2014,Days,48.0
Provincial,British Columbia,Fraser Health,MRI Scan,90th Percentile,2014,Days,177.5
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,50th Percentile,2014,Days,29.0
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,90th Percentile,2014,Days,74.0
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,Volume,2014,Number of cases,423.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,% Meeting Benchmark,2014,Proportion,95.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,50th Percentile,2014,Days,7.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,90th Percentile,2014,Days,22.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,Volume,2014,Number of cases,393.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,50th Percentile,2014,Days,25.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,90th Percentile,2014,Days,60.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,Volume,2014,Number of cases,254.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,50th Percentile,2014,Days,22.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,90th Percentile,2014,Days,43.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,Volume,2014,Number of cases,252.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,50th Percentile,2014,Days,12.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,90th Percentile,2014,Days,121.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,Volume,2014,Number of cases,203.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,% Meeting Benchmark,2014,Proportion,63.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,50th Percentile,2014,Days,78.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,90th Percentile,2014,Days,205.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,Volume,2014,Number of cases,548.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,50th Percentile,2014,Days,20.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,90th Percentile,2014,Days,45.5
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,Volume,2014,Number of cases,237.5
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CT Scan,50th Percentile,2014,Days,16.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CT Scan,90th Percentile,2014,Days,40.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,% Meeting Benchmark,2014,Proportion,91.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,50th Percentile,2014,Days,0.83
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,90th Percentile,2014,Days,1.96
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,Volume,2014,Number of cases,487.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2014,Proportion,80.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Days,1.12
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2014,Days,2.17
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,177.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,% Meeting Benchmark,2014,Proportion,71.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,50th Percentile,2014,Days,104.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,90th Percentile,2014,Days,248.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,Volume,2014,Number of cases,660.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,% Meeting Benchmark,2014,Proportion,71.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,50th Percentile,2014,Days,117.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,90th Percentile,2014,Days,280.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,Volume,2014,Number of cases,239.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,% Meeting Benchmark,2014,Proportion,67.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,50th Percentile,2014,Days,167.0
